Original_Order,handle,Progress
1550,18621,Y
1551,18622,Y
1552,18623,Y
1553,18624,Y
1554,18625,Y
1555,18626,Y
1556,18627,Y
1558,18629,Y
1559,18630,Y
1562,18633,Y
1564,18635,Y
1565,18636,Y
1566,18637,Y
1568,18639,Y
1571,18642,Y
1574,18645,Y
1575,18646,Y
1577,18648,Y
1578,18649,Y
1579,18650,Y
1581,18652,Y
1585,18696,Y
1587,18812,Y
1588,18820,Y
1590,18822,Y
1592,18824,Y
1593,18825,Y
1594,18826,Y
1595,18830,Y
1596,18834,Y
1597,18835,Y
1598,18836,Y
1600,18838,Y
1601,18839,Y
1602,18840,Y
1603,18841,Y
1604,18842,Y
1605,18843,Y
1606,18844,Y
1607,18846,Y
1608,18847,Y
1609,18848,Y
1610,18849,Y
1611,18850,Y
1612,18851,Y
1613,18852,Y
1614,18853,Y
1615,18854,Y
1616,18855,Y
1617,18856,Y
1618,18857,Y
1619,18858,Y
1620,18859,Y
1621,18863,Y
1622,18864,Y
1623,18865,Y
1624,18866,Y
1625,18867,Y
1627,18869,Y
1628,18870,Y
1629,18871,Y
1630,18872,Y
1631,18873,Y
1632,18875,Y
1633,18876,Y
1634,18877,Y
1635,18878,Y
1636,18879,Y
1637,18880,Y
1638,18881,Y
1639,18883,Y
1640,18884,Y
1641,18885,Y
1642,18886,Y
1643,18887,Y
1644,18888,Y
1645,18889,Y
1646,18890,Y
1647,18891,Y
1648,18892,Y
1649,18893,Y
1650,18894,Y
1651,18895,Y
1652,18899,Y
1653,18900,Y
1654,18901,Y
1655,18902,Y
1656,18903,Y
1657,18905,Y
1658,18906,Y
1659,18907,Y
1660,18908,Y
1661,18909,Y
1662,18910,Y
1663,18911,Y
1664,18912,Y
1665,18913,Y
1666,18914,Y
1667,18915,Y
1668,18916,Y
1669,18917,Y
1670,18921,Y
1671,18922,Y
1673,18926,Y
1675,18928,Y
1676,18929,Y
1677,18930,Y
1678,18931,Y
1679,18932,Y
1680,18933,Y
1681,18934,Y
1682,18935,Y
1683,18936,Y
1684,18937,Y
1685,18938,Y
1687,18940,Y
1689,18942,Y
1690,18943,Y
1691,18944,Y
1692,18945,Y
1693,18946,Y
